"order_id","product_id","craftsman_id","customer_id","order_created_date","order_completion_date","order_status","product_name","product_description","product_type","product_price"
514,514,514,514,2022-04-22,,in progress,HandMade Women Blue Textured 15 inches Small Backpack,Blue backpackNon-Padded haul loop2 main compartments with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer,clothes,98
515,515,515,515,2018-03-27,2018-03-29,done,Exotic Vanilla For Women,"Exotic Vanilla from the house of HandMade offers an intoxicating mixture of the most desirable vanilla in the world, perfectly enhanced by mandarin, jasmine and cashmere wood. Top notes are blend with zests of cassis, lily and mandarin. The heart introduces a blend of jasmine, gardenia, apricot, while the base notes are composed of cashmere wood, musk, vanilla and rum.",Beauty & Hygiene,261
516,516,516,516,2022-04-13,2022-04-16,done,HandMade Purple & Beige Self Design Shoulder Bag,"Purple and beige self design shoulder bag, has a zip closure2 main compartments, 2 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,140
517,517,517,517,2021-12-07,,delivery,Yves de Sistelle Vaporisateur Natural Spray,"For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,223
518,518,518,518,2019-10-21,2019-10-22,done,HandMade Peach-Coloured Textured Shoulder Bag,"Peach-Coloured textured shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,282
519,519,519,519,2019-12-29,,created,Body Deodorant - Ultra Sensual,"The ultimate range of irresistible masculine fragrances. Makes Its Happen  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",Beauty & Hygiene,258
520,520,520,520,2022-03-13,2022-03-16,done,HandMade Men Pack of 2 Assorted Boxers UDBX140_UDBX159,"Pack of two assorted boxers, has two pockets, an elasticated waistbandDisclaimer: The final product delivered might vary in colour and prints from the display here.",clothes,186
521,521,521,521,2020-06-08,,in progress,Legend For Woman Eau De Parfum,"The aromatic lavender heart is twisted with absinthe and a hint of black pepper over vibrant amber woods giving life to a unique signature and a long-lasting trail. Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,225
522,522,522,522,2020-03-30,,delivery,HandMade Pink Floral Print Maxi Belted Dress,"Pink floral print woven maxi dress, has a round neck, three-quarter sleeves, button closure, and flared hem",clothes,251
523,523,523,523,2019-04-11,2019-04-13,done,Marine Noir Eau De Toilette For Men,"DC Marine Noir by HandMade for Men is an aquatic fragrance for Men inspired by the depth and intensity of the sea. It is fresh, breezy, sophisticated and invigorating. With the top notes of Violet, Leafy Gren, Bergamot and Neroli, heart notes of water, rosemary and sage and with the base notes of Incense, Amber, Cedar, Vetiver, Patchouli and Musk, experience the sea breeze with every spray.",Beauty & Hygiene,42
524,524,524,524,2018-02-13,,created,HandMade Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",clothes,274
525,525,525,525,2019-09-09,,in progress,Code Copper Body Perfume,"Code Copper dives you into sensual masculinity with an invigorating freshness, blended in warm balsam and amber notes. The citrus notes of lemon and pineapple with woody hints of armoise make copper a force to reckon with. Designed by Master Perfumers in France.",Beauty & Hygiene,243
526,526,526,526,2022-06-05,,in progress,HandMade Men Orange Printed Round Neck T-shirt,"Orange and Black printed T-shirt, has a round neck, and short sleeves",clothes,180
527,527,527,527,2021-03-27,,created,Perfume Spray For Men - Edge,"Celebs are always ahead of the trend-setting curve with their dapper and suave looks, all thanks to expert styling. It's their X-factor that separates the best from the rest! HandMade, co-created with top celeb stylist Aalim Hakim is that X-factor for your daily grooming routine.An expert grooming range for men who want to sport that celeb look every day. Keep your style game effortlessly on point. Take the spotlight and be the trend. When it comes to scent, sophisticated is the word for celebs. Thanks to Studio X Perfume Spray For Men (EDT) Edge, Its no secret now. A masculine and classy fragrance - specially crafted to give you an edge and of course, the vibe of a celebrity, Studio X EDT Edge is here to stay.",Beauty & Hygiene,174
528,528,528,528,2018-07-08,,created,HandMade Women Navy Blue Printed Pure Cotton Top,"Navy Blue printed woven regular  top, has a round neck, three-quarter sleeves, and button closure",clothes,93
529,529,529,529,2019-06-13,,delivery,Original Deodorant Spray,"Use this everlasting wonderful deodorant to stay fresh all day. The captivating fragrance of this deodorant from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,281
531,531,531,531,2019-06-19,,created,"Sports Men EDT + Deodorant, No 9 White","A balanced fragerence of freshness & charisma.Refreshing citrus top notes of lemon, mandrain & bergamot lead to a luminous heart of patchouli, cedar & vetiver, blendig to a harmonous finish of grey amber & musk.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,134
532,532,532,532,2019-08-18,2019-08-20,done,HandMade Red Embroidered Shirt-Style Tunic,"Red embroidered shirt-style tunic, has a shirt collar with button closures, long sleeves with roll-up tab features",clothes,183
533,533,533,533,2019-07-23,,created,Carbon EDP Citrus Perfume For Men,"Carbon is for men who believe life is an adventure, who want to capture it all, every moment of every day and who live life by their own rules. With top notes of fresh citrus and lavender, Carbon is distinctly eloquent; never failing to turn heads. A heart of green, spicy clove and violet adds to its fervent persona only to be heightened by the base notes of woody, musky and patchouli.",Beauty & Hygiene,25
534,534,534,534,2020-04-27,2020-04-30,done,HandMade Women Green Solid Top,"Green solid woven regular top, has a high neck, long sleeves, pearl details near the neckline, and button closure",clothes,149
535,535,535,535,2020-06-04,,created,Natural Spray Perfume - Shalis For Men,"A brand name which stands out for itself. Long lasting and unique. It will make your day full of refreshing and soothing fragrance.  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/",Beauty & Hygiene,275
536,536,536,536,2018-11-30,,created,HandMade Men Brown Solid Derbys,"A pair of round-toe brown derbys, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,228
537,537,537,537,2018-05-28,,in progress,DC 4 U Men,"DC 4 U for Men from the house of HandMade is a fragrance created to celebrate street art. This is a clean fresh scent with a warm heart. The top notes are Violet Leaves and Lavender. The heart notes are Nutmeg and Sandalwood, while the finishing notes are Amber and Musk. The perfume is known for its fragrance and can enhance your mood. It is known for its feel-good factor, besides its scent adds moments and memories for you to cherish. Bathe in the aroma of its exquisite fragrance.",Beauty & Hygiene,122
538,538,538,538,2021-11-22,,created,HandMade Men Blue Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",clothes,88
539,539,539,539,2018-12-23,2018-12-24,done,Dark Wave - Body Spray,A vibrant blend of fruity and spicy essences engulfed in undertones of woody amber.,Beauty & Hygiene,275
540,540,540,540,2020-10-13,,created,HandMade Set of 6 Green Whiskey Glasses,Set content: 6 whiskey glassesColour: Green Pattern: Solid Material: Glass Capacity: 400ml each ,clothes,195
541,541,541,541,2019-09-16,,in progress,Woman - Purple Body Mist,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman. HandMade Purple Women Body mist is fresh refreshing fragrance with long-lasting effect.",Beauty & Hygiene,58
542,542,542,542,2020-06-15,,in progress,HandMade Men Grey & Blue Slim Fit Checked Regular Trousers,"Grey and Blue checked mid-rise trousers, button closure, and 4 pockets",clothes,299
543,543,543,543,2019-07-25,,in progress,Man - Indigo Eau De Toilette Deodorant,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman.",Beauty & Hygiene,213
544,544,544,544,2020-03-15,,created,HandMade Men Green & White Striped Polo Collar T-shirt,"Green and white striped T-shirt ,has a polo collar, has short sleeves",clothes,188
545,545,545,545,2018-05-27,,delivery,"Shot Body Spray - Gold, Dynamic","For those who like to show the world outside what they are inside. HandMade presents HandMade Shot, Indias first clear fragrant body spray for men. An exquisite array of powerful international fragrances in clear bottles that show you whats inside from the outside.",Beauty & Hygiene,275
546,546,546,546,2020-11-25,,in progress,HandMade Men Black Solid Lightweight Bomber Jacket,"Black solid lightweight bomber jacket, has a stand collar, three pockets, zip closure, long sleeves, ribbed hem, and attached lining",clothes,134
547,547,547,547,2021-06-05,,delivery,Scuderia Black Eau De Toilette,"This fragrance is a new interpretation of the original perfume, paying tribute to their famous predecessor, young, definitely modern and masculine, born to be part of the HandMadeBlack legend. The bottle is revisited with transparent, contemporary color, a dark, mysterious shade for Black Signature.",Beauty & Hygiene,85
548,548,548,548,2019-01-05,,in progress,HandMade Peach-Coloured Pocket Square,Peach-coloured pocket square ,clothes,23
549,549,549,549,2022-09-23,,created,Body Perfume - Power,"A sensuous masculine fragrance from HandMade deodorants, keeps you smelling amazing, all day long. Infused with Citrus, Aromatic and Woody notes. Feel immediately refreshed and energized on the application. Fragrances best suited for those leading an active lifestyle.",Beauty & Hygiene,287
550,550,550,550,2019-07-06,2019-07-08,done,HandMade White Sand Stone Face Statue,Set content: One showpiece Colour: White Size: Medium Pattern: Textured Shape: Serene face statue Material: Sand Stone ,clothes,68
551,551,551,551,2018-04-11,2018-04-14,done,Rock Eau De Toilette & Deodorant Spray,"The first chord emerges fresh Italian bergamot mixes with luminously citric lemon and green mandarin, water fruits and passion fruit. A mixture of floral notes takes us on a sensual journey. The scent continues with a seductive rhythm of patchouli, cedarwood and amber.",Beauty & Hygiene,115
552,552,552,552,2022-02-13,2022-02-14,done,HandMade Pink Solid Handheld Bag,"Pink solid handheld bag, has a zip closure2 main compartmentsTwo handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,124
553,553,553,553,2021-11-10,,in progress,High Flyer Deodorant Body Spray For Men,Presenting the all new range of HandMade Men's Deodorant – For the adventure in you! These distinctive fragrances will bring out the adventurous spirit within you! It is designed to deliver up to 48 hours long lasting freshness. You will be smelling nice all through the day.Say bye to the stubborn body odour with this deodorant.,Beauty & Hygiene,240
554,554,554,554,2018-02-24,,in progress,HandMade Unisex Shine & Glow Sheet Mask 20gm,"What It Is?:HandMade Unisex Shine & Glow Sheet Mask 20gmWhat It Does?:India's first certified organic sheet mask made with biodegradable cellulose sheets suitable for both men and womensuitable for all skin types provides a long-lasting shield of moisture. 1-2 masks are the equivalent of a week's worth of nutritive serumFeatures:Rich in omega-6 that helps nourish the skinContains antioxidants that fight the signs of ageingAnti-inflammatory compounds reduce rednessGold dust makes the skin appear more youthful and glowingIngredients:Figs, Oatmeal Extract, Gold DustAbout the Brand: HandMade is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly.",clothes,104
555,555,555,555,2021-03-15,,in progress,Sacrifice For Her EDP Floral Perfume For Women,"‘Sacrifice - for Her’ Is a fragrance designed for the emotional and intelligent woman. The one who wears this scent is a quietly confident woman who is caring and understanding. Jasmine lends it floral fortitude enhanced with aqua notes that lend the fragrance an aqua-floral top. Orange blossom and vanilla combine to provide a floral-musky heart. The base is reinforced by amber and musk to provide woody, musky elements.",Beauty & Hygiene,277
556,556,556,556,2022-09-25,,delivery,HandMade Men Navy Blue Slim Fit Printed Casual Shirt,"Navy Blue printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",clothes,163
557,557,557,557,2018-09-21,,in progress,"Wild Waters Eau De Toilette Aquatic Perfume - Office Wear, Unisex","Uniquely designed perfume which undeniably performs well when it comes to delivering the fresh aquatic fragrance. The combination of the ingredients is amazingly blended to give the wearer an exclusive refreshing feeling with every note. As the name of perfume reflects the nature of itself, it starts with the astonishing fresh aquatic note on top. You’ll discover the floral aroma on the heart note with fresh essence that invokes a remarkable sensation. Stunningly the base is occupied with precious Sandalwood, Cedar-wood, Vetiver alongside with other ingredients which gives a solid hold of the fragrance to the wearer for long upcoming hours. The perfume acts as a refreshing and rejuvenating medium for the wearer to enhance the mood spreading the fragrance among the people around.",Beauty & Hygiene,245
558,558,558,558,2018-01-19,2018-01-22,done,HandMade Men Green Printed Round Neck T-shirt,"Green printed T-shirt, has a round neck, and short sleeves",clothes,163
559,559,559,559,2022-12-26,,delivery,Classic Red Eau De Toilette,"An expressive and dynamic fragrance. At first, it offers a powerful boost with aromas of Sicilian bergamot, blackcurrant and raspberry. The ozonic accord in the heart note provides freshness followed by a floral scent and the spiciness of the bay and hot pepper oil. Woody notes of cedarwood and patchouli atomize a warm and sensual touch to the base, a dynamic combination of ingredients with an extraordinary personality.",Beauty & Hygiene,99
560,560,560,560,2018-06-20,,created,HandMade Green & Black Geometric AC Room 110 GSM Single Bed Dohar,"Set content: Single bed doharUsage: AC RoomGSM: 110Colour: Green, black and whitePattern: Geometric",clothes,157
561,561,561,561,2019-02-19,,in progress,Scuderia Racing Red Eau De Toilette,"Scuderia HandMadededicates Racing Red to its fans who live their passion for the team to the full every day. This fragrance is a new interpretation of the original perfume, paying tribute to its famous predecessor: young, definitely modern and masculine, born to be part of the HandMadered legend. The bottle is revisited with transparent, contemporary colours, an unmistakable scarlet red for Racing Red.",Beauty & Hygiene,14
562,562,562,562,2020-01-10,2020-01-13,done,HandMade Set of 6 Yellow Cocktail Glasses,Set content: 6 cocktail glassesColour: Yellow Pattern: Textured Material: Glass Capacity: 350ml each ,clothes,34
563,563,563,563,2021-08-10,,in progress,Dark Side Perfume For Men,"It is said that you can never hide your true self, but what if you can unleash your striking de me an or with a fragrance. HandMade has personified its hedonistic appeal with an all-new fragrance for men, the dark side. The dark side, Eau de parfum has a unique and tasteful blend of strong woody notes that linger for a longer time. On the other hand, its fresh notes spruce you up instantly for your everyday shenanigans. The dark side will give you a scintillating head start with its heady notes and keep you prepared for those close encounters.",Beauty & Hygiene,74
564,564,564,564,2019-06-27,,in progress,HandMade Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",clothes,222
565,565,565,565,2021-09-02,2021-09-03,done,Colors Woman Rose Eau De Toilette,"United Colors of Benetton Fragrances are founded on the beauty of diversity and colours  - an open invitation to embrace the unique and diverse scents by the one and only, Benetton. Colors Women Rose by Benetton is a perfume that embodies freedom, multiculturalism and optimism, inviting the world to accept every skin tone. The youthful perfume opens with a natural burst of citrus and refreshing green notes that transport us to an ultra-feminine heart with a floral bouquet. The delicious gourmand base adds personality with a sensual blend of woody notes and sweet musk.",Beauty & Hygiene,180
566,566,566,566,2021-07-22,,delivery,HandMade Girls Off-White Printed Top,"Off-White printed woven regular  top, has a round neck, and short sleeves",clothes,239
567,567,567,567,2019-09-08,,created,Cologne Spray Ammunition - For Men,"Ustraa Cologne ammunition comes with a suave long-lasting fragrance that contains 3X more perfume than any regular deodorant. It is 125 ml of canned goodness with no gas. It comes with the top notes of classy plum, violet and sage, middle notes of fragrant cedar, vetiver with a dash of paprika and bottom notes of intense sandalwood, oak and pine. So, make your party evenings more interesting with the fragrance of cologne ammunition.",Beauty & Hygiene,172
568,568,568,568,2019-11-28,,created,HandMade Men Blue Regular Fit Solid Formal Shirt,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",clothes,284
569,569,569,569,2019-01-02,,delivery,"Wildchild Deodorant Spray For Women - Tea Tree Oil, Witch Hazel & Aloe Vera","This deodorant contains naturally-derived anti-bacterial ingredients; tea tree oil, witch hazel and aloe vera. These are a super combination of skin power foods with antibacterial properties.",Beauty & Hygiene,17
570,570,570,570,2018-06-07,2018-06-09,done,HandMade Set of 2 Red & White MDF Corner Wall Shelves,Set content: 2 Corner Wall ShelfColour: Red and WhiteMaterial: MDF,clothes,258
571,571,571,571,2018-06-09,,delivery,"Shot Body Spray - Absolute Series, Craze","You are not ready until You are Absolute ready. HandMade Shot Absolute - a collection of exceptional fragrances crafted for the uber-cool urban man. Each fragrance exudes charm, machismo and effortless style. So dont forget to complete the look with HandMade Shot Absolute.",Beauty & Hygiene,290
572,572,572,572,2018-09-04,,in progress,HandMade Women Pink & Off-White Maxi Dress,"Pink and Off-white striped woven maxi dress, has a shirt collar, three-quarter sleeves, button closure, and flared hemComes with a belt",clothes,293
573,573,573,573,2020-09-27,2020-09-28,done,High Rider Deodorant Body Spray For Men,Presenting the all new range of HandMade Men's Deodorant – For the adventure in you! These distinctive fragrances will bring out the adventurous spirit within you! It is designed to deliver up to 48 hours long lasting freshness. You will be smelling nice all through the day.Say bye to the stubborn body odour with this deodorant.,Beauty & Hygiene,125
574,574,574,574,2019-09-30,,created,HandMade Women Navy Blue & Pink Printed A-Line Kurta,"Navy Blue and Pink printed A-line kurta, has a shirt collar, three-quarter sleeves, and flared hem",clothes,158
575,575,575,575,2021-10-25,,delivery,Recharge Marine Splash & Ocean Breeze Deodorant - Combo Pack,"The World’s # 1 Male Deodorant AXE, presents a range of deodorant bodysprays for men. Designed by the world’s leading perfumers, the AXE Recharge range of deodorant bodysprays not only helps you smell good but also keeps you fresh, clean and energised. HandMade Recharge Deodorant Bodysprays have energy-filled fragrances that are boosted by heat. From the moment the spray touches your skin to multiple ‘hot moments’ throughout the day, HandMade Recharge Deos will give you a burst of freshness when you need it the most. With a ‘one press spray can’ it reaches all over your body. Spray it on your underarms, neck, chest and back and feel the freshness in every pore of your body. Relive the joy of a seaside vacation with HandMade Recharge Ocean Breeze Deodorant Bodyspray. Aromatic green notes are balanced with a long-lasting woody trail in this fragrance to simulate the freshness of a crisp ocean breeze. As temperatures soar, the classic aroma of this deodorant bodyspray will keep you refreshed and energised. Feel the cool splash of the sea with HandMade Recharge Marine Splash Deodorant Bodyspray. Fresh, citrus top notes are combined with a masculine, woody base to create this fresh and long-lasting fragrance for men. The aqua-citrus aroma of this deodorant bodyspray is reminiscent of a beautiful day on the beach. Even in harsh temperatures, it will energise you and keep you smelling great all day. The bottle is extremely lightweight which makes it travel-friendly. It is not just an ideal gift for yourself but for your loved ones too. This deodorant bodyspray is safe on the skin and is suitable for everyday use.",Beauty & Hygiene,285
576,576,576,576,2019-05-05,,delivery,HandMade Men Blue Mesh Running Shoes,"A pair of blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 30 daysWarranty provided by brand/manufacturer",clothes,37
577,577,577,577,2019-12-20,2019-12-22,done,After Dark Cologne For Men,"After Dark is a bold and intense fragrance. It is unique in its composition and very unlike fragrances that are available. A deep, sensual and sizzling fragrance that makes things better after dark. If long-lasting and strong fragrance is your thing then this one's for you.Loaded with 3x more fragrance than deodorant and no gas, this cologne will make sure you smell great, till late.",Beauty & Hygiene,126
578,578,578,578,2019-12-09,,created,HandMade Pack of 2 Assorted Lightly Padded T-shirt Bras E6552COS,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,193
579,579,579,579,2021-07-01,,delivery,Perfume Body Spray - Derby Club House For Women,"The best deodorant spray for women and this deodorant keeps you active, brisk and energetic.",Beauty & Hygiene,104
580,580,580,580,2018-10-06,2018-10-08,done,HandMade Women Black & Gold-Toned Printed Flared Palazzos,"A pair of Black and Gold-toned printed woven flared fit Palazzos, opaque, 2 pockets, and slip-on closure",clothes,17
581,581,581,581,2020-03-26,,in progress,Bombay Dreams EDP Floral Perfume For Women,"An intense floral fruity fragrance designed for sophisticated charismatic young women. Ylang and Yellow melon provide the top with an explosion basking in flowers and fruit, with a heart that emanates with earthy notes of Rhubarb and Tonka. A woody ambery base provides the fragrance with intrigue and sensuality.",Beauty & Hygiene,214
582,582,582,582,2021-09-22,2021-09-24,done,HandMade Olive Green & Beige Geometric Reversible AC Room 110 GSM Single Bed Dohar,"Set content: Reversible single bed doharUsage: AC RoomGSM: 110Colour: Olive Green, beige and grey Pattern: Geometric Dohar",clothes,206
583,583,583,583,2018-11-30,,created,Mischief Avatar Deodorant & Body Spray Perfume For Men,"Are you ready for some mischief? Switch on fun-mode with the HandMade Mischief Avatar deodorant for men. Be the bright spot of the day - the fun guy who is in every friend circle. If your love giving quirky comebacks, if your jokes and memes get the likes, if your harmless pranks are the talk of town, this men’s deo is perfect for you! HandMade Mischief Avatar deo with a feisty fragrance with the zesty scent of many spices, whispers of rosewood and a highlight of apples & melon. Make HandMade your bro. Your avatar is Mischief Avatar.
HandMade Avatar range of deodorants for men is a burst of colour, energy, and passion that comes with the prime of youth. It is a collection sunny, sporty and charming fragrance for men that are perfectly suited to deliver to your varying avatars. HandMade Avatar range of deo for men prevent body odour caused by the bacterial breakdown of perspiration in armpits and other areas of the body. This range of deodorant spray for men are perfect for everyday use, and can be used on both body and clothes. HandMade is a Brand with an agenda of making men feel great again by bringing back confidence in them.",Beauty & Hygiene,155
584,584,584,584,2021-07-31,,in progress,HandMade Black & White Striped Bath Rug,"Set content: 1 bath rugColour: Black, white and brownMaterial: PolyacrylicPattern: stripedShape: RectangularFeatures: Skid resistant",clothes,15
603,603,603,603,2020-04-06,2020-04-07,done,My Dream For Her - Perfumed Deodorant Natural Spray,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,140
585,585,585,585,2019-07-01,,delivery,One Man Show Gold Eau De Toilette,"The new limited fragrance attracts attention with its foamy and juicy sweet notes of mandarin and apples, enriched with violet flowers and orange blossom in top notes. A heart encompasses characteristic nuances of aromatic lavender and geranium spiced with cinnamon and cloves providing power and tart note. A base intertwines warm and pleasant woody accords, labdanum, ambergris and musk.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,203
586,586,586,586,2018-05-07,2018-05-10,done,HandMade Black & White Geometric Mild Winter 110 GSM Single Bed Comforter,Set content: Reversible single bed comforterUsage: Mild WinterGSM: 110Colour: Black and WhitePattern: Geometric Comforter,clothes,176
587,587,587,587,2020-02-29,,delivery,Original Body Mist - For Man,"A brand inspired by the Greek goddess of victory, it personifies strength, speed and energy and it launched its first perfume in 1929. Since then, a wide assortment of fragrance collections has hit the marketplace with refreshing, and eye-catching proposals that capture the essence and lifestyle of today´s man and woman. HandMade Original man Body mist a fragrant freshness is a great way to start your day and reach out for the skies. The HandMade Original surrounds your day with a soothing coolness and provides long-lasting freshness and protection against problems like body do our and sweat all round the clock.",Beauty & Hygiene,68
588,588,588,588,2022-12-03,,delivery,HandMade Set of 2 Natural Lip Serums for Skin Toning + Lightening + Moisturizing 30 g Each,Set of 2 Natural Lip Serums for Skin Toning + Lightening + Moisturizing,clothes,63
589,589,589,589,2021-11-24,,in progress,Base Camp Cologne Spray & Ammunition Cologne Spray,"We may live in cities, but our hearts belong to the mountains. Experience the magic of the cool mountain air in base camp with this fragrance! The mountains have never been closer! Are your nights passionate, intense and full of energy? This suave fragrance is going to make things even more interesting. It contains 3x more perfume than a deodorant, which is on par with a regular glass bottle of fragrance!",Beauty & Hygiene,221
590,590,590,590,2018-04-09,,delivery,HandMade Girls Green Solid A.C.E. Leggings G Laurel Wreath Skinny-Fit Tights,"Special Technologies:Tight fitBio-based, sweat-wicking finishSweat-wicking and dryCELL featuresElongated, elasticated, high-rise waistbandReflective PUMA Cat Logo thigh printGraphic PUMA rubber leg printPolyester and elastanedryCELL: PUMA's designation for moisture-wicking properties that help keep you dry and comfortableVISIBILITY: PUMA's reflective engineered elements provide high visibility in low-light conditionsProduct Design Details:Black solid skinny-fit tightsHas an elasticated waistbandProduct Story:A.C.E. Girls' Leggings are built for sports. Starting with a wide, comfortable waistband and moving on to sweat-wicking dryCELL fabric that's flexible for lots of fast kicks, sprints and drills. On the style side, A.C.E. leggings are bold, colourful, contrasty and look great with a big baggy sweatshirt or tee.",clothes,281
591,591,591,591,2021-01-31,,created,Urbane Nights - Eau De Toilette For Men,"Make your presence felt long after you’ve left a room, with this suave, sensual and fresh spicy leather fragrance. A scent so elegant, it exudes an allure that's hard to go unnoticed. With a fresh and sparkling scent like this one, you can dance all night long. Urbane Nights - Get set to turn some heads and even ignite conversations.",Beauty & Hygiene,222
592,592,592,592,2019-08-19,2019-08-20,done,HandMade Pack of 2 Assorted Lightly Padded T-shirt Bras E6552LOVS,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,32
593,593,593,593,2019-08-12,2019-08-13,done,Fairy Dance Set,"Imagine a sunny afternoon in an enchanted rose garden. The warmth of the sun. The rosy/fruity smell of the air. The deeper, delicious scent of the forest just beyond. Fairy Dance opens with sparkling top notes of Tangerine, Mango and Pink Pepper, surprising the senses at every turn. At its heart, there is the rose, always the rose, Anna Sui's favourite flower. Balanced by Peony and Bamboo, it creates a fresh, radiant warmth. Sandalwood, Vetiver and Vanilla form the base notes, yielding surprising seduction to a fragrance that is playful, fun, and magical!Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,139
594,594,594,594,2018-08-12,,in progress,HandMade Men Olive Green Solid Asymmetric Kurta,"Olive Green solid straight kurta, has a round neck, long sleeves, asymmetric hem, and multiple slits",clothes,62
595,595,595,595,2018-02-27,,created,Charge Body Deodorant,"Energetic strong and stirred with action, HandMade Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,40
596,596,596,596,2019-08-30,,in progress,HandMade Men Olive Green Zephyr Travel Pouch,"Olive green textured travel poucha flap covering the mouth secured with magnetic button closuresFour internal compartments8 card holder pockets on the flapOne external slip pocket on the frontOne back pocket,s ecured with a zip",clothes,245
597,597,597,597,2022-08-12,,created,Shot Body Spray - Power Play,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,153
598,598,598,598,2018-10-15,,created,HandMade Women Navy Blue 15 inches Solid Small Backpack,Blue backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer,clothes,26
599,599,599,599,2021-02-06,,delivery,My Life For Him - Perfumed Deodorant Natural Spray,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,81
600,600,600,600,2018-02-15,2018-02-16,done,HandMade Men Navy Blue Printed Round Neck T-shirt,"Navy blue printed T-shirt, has a round neck, and short sleeves",clothes,207
601,601,601,601,2022-07-26,2022-07-28,done,"Hurricane Deodorant Spray For Men - Tea Tree Oil, Witch Hazel & Aloe Vera","Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,16
602,602,602,602,2019-10-03,2019-10-05,done,HandMade Women Teal Yoke Design Straight Kurta,"Teal yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",clothes,297
